ID,Script Name,Description,Uniqueness Group,Icon,Min Rank,Max Rank,Goal,50+ Goal,Reward,Script Params,Single Run,Element,Specific Skylander,Unlocked Skylander,Unlocked Magic Item,Has Magic Item With Level,Using Bonus Element,Specific Magic Item,Is Magic Item Of Level,Shoot Enemy,Shoot Hat,Shoot Balloon,Shoot Destructible,Shoot Projectile,Shoot Sheep,Shoot Present,Is Hideout,Combo Coin Element
76,Shoot,GOAL_DESTROY_BARRELS_ONE_RUN,ShootBarrel,Barrel,20,30,10,20,1,,X,,,,,,,,,,,,Barrel,,,,,
77,Shoot,GOAL_DESTROY_BARRELS_ONE_RUN,ShootBarrel,Barrel,25,35,12,24,1,,X,,,,,,,,,,,,Barrel,,,,,
78,Shoot,GOAL_DESTROY_BARRELS_ONE_RUN,ShootBarrel,Barrel,30,40,14,28,1,,X,,,,,,,,,,,,Barrel,,,,,
79,Shoot,GOAL_DESTROY_BARRELS_ONE_RUN,ShootBarrel,Barrel,35,45,16,32,1,,X,,,,,,,,,,,,Barrel,,,,,
80,Shoot,GOAL_DESTROY_BARRELS_ONE_RUN,ShootBarrel,Barrel,40,50,18,36,1,,X,,,,,,,,,,,,Barrel,,,,,
81,Shoot,GOAL_DESTROY_BARRELS_ONE_RUN,ShootBarrel,Barrel,45,50,20,40,1,,X,,,,,,,,,,,,Barrel,,,,,
82,Shoot,GOAL_DESTROY_BARRELS_ONE_RUN,ShootBarrel,Barrel,50,50,25,45,2,,X,,,,,,,,,,,,Barrel,,,,,
83,Shoot,GOAL_DESTROY_BARRELS_ONE_RUN,ShootBarrel,Barrel,999,999,35,55,3,,X,,,,,,,,,,,,Barrel,,,,,
84,Shoot,GOAL_POP_BALLOONS,ShootBalloon,Balloons,0,4,20,200,1,,,,,,,,,,,,,X,,,,,,
85,Shoot,GOAL_POP_BALLOONS,ShootBalloon,Balloons,5,15,30,300,2,,,,,,,,,,,,,X,,,,,,
86,Shoot,GOAL_POP_BALLOONS,ShootBalloon,Balloons,10,20,40,400,1,,,,,,,,,,,,,X,,,,,,
87,Shoot,GOAL_POP_BALLOONS,ShootBalloon,Balloons,15,25,50,500,2,,,,,,,,,,,,,X,,,,,,
88,Shoot,GOAL_POP_BALLOONS,ShootBalloon,Balloons,20,30,100,1000,1,,,,,,,,,,,,,X,,,,,,
89,Shoot,GOAL_POP_BALLOONS,ShootBalloon,Balloons,25,35,125,1250,2,,,,,,,,,,,,,X,,,,,,
90,Shoot,GOAL_POP_BALLOONS,ShootBalloon,Balloons,30,40,150,1500,1,,,,,,,,,,,,,X,,,,,,
91,Shoot,GOAL_POP_BALLOONS,ShootBalloon,Balloons,35,45,175,1750,2,,,,,,,,,,,,,X,,,,,,
92,Shoot,GOAL_POP_BALLOONS,ShootBalloon,Balloons,40,50,200,2000,1,,,,,,,,,,,,,X,,,,,,
93,Shoot,GOAL_POP_BALLOONS,ShootBalloon,Balloons,45,50,250,2500,2,,,,,,,,,,,,,X,,,,,,
94,Shoot,GOAL_POP_BALLOONS,ShootBalloon,Balloons,50,50,300,3000,1,,,,,,,,,,,,,X,,,,,,
95,Shoot,GOAL_POP_BALLOONS,ShootBalloon,Balloons,999,999,500,5000,2,,,,,,,,,,,,,X,,,,,,
96,Shoot,GOAL_POP_BALLOONS_ONE_RUN,ShootBalloon,Balloons,5,15,6,10,2,,X,,,,,,,,,,,X,,,,,,
97,Shoot,GOAL_POP_BALLOONS_ONE_RUN,ShootBalloon,Balloons,10,20,10,15,2,,X,,,,,,,,,,,X,,,,,,
98,Shoot,GOAL_POP_BALLOONS_ONE_RUN,ShootBalloon,Balloons,15,25,15,20,2,,X,,,,,,,,,,,X,,,,,,
99,Shoot,GOAL_POP_BALLOONS_ONE_RUN,ShootBalloon,Balloons,20,30,20,25,2,,X,,,,,,,,,,,X,,,,,,
100,Shoot,GOAL_POP_BALLOONS_ONE_RUN,ShootBalloon,Balloons,25,35,25,30,2,,X,,,,,,,,,,,X,,,,,,
101,Shoot,GOAL_POP_BALLOONS_ONE_RUN,ShootBalloon,Balloons,30,40,30,35,2,,X,,,,,,,,,,,X,,,,,,
102,Shoot,GOAL_POP_BALLOONS_ONE_RUN,ShootBalloon,Balloons,35,45,35,40,2,,X,,,,,,,,,,,X,,,,,,
103,Shoot,GOAL_POP_BALLOONS_ONE_RUN,ShootBalloon,Balloons,40,50,40,50,3,,X,,,,,,,,,,,X,,,,,,
104,Shoot,GOAL_POP_BALLOONS_ONE_RUN,ShootBalloon,Balloons,45,50,45,55,3,,X,,,,,,,,,,,X,,,,,,
105,Shoot,GOAL_POP_BALLOONS_ONE_RUN,ShootBalloon,Balloons,50,50,50,60,3,,X,,,,,,,,,,,X,,,,,,
106,Shoot,GOAL_POP_BALLOONS_ONE_RUN,ShootBalloon,Balloons,999,999,55,70,3,,X,,,,,,,,,,,X,,,,,,
107,Shoot,GOAL_SHOOT_HATS,ShootHat,Hats,0,4,10,25,1,,,,,,,,,,,,X,,,,,,,
108,Shoot,GOAL_SHOOT_HATS,ShootHat,Hats,5,15,25,50,2,,,,,,,,,,,,X,,,,,,,
109,Shoot,GOAL_SHOOT_HATS,ShootHat,Hats,10,20,50,100,1,,,,,,,,,,,,X,,,,,,,
110,Shoot,GOAL_SHOOT_HATS,ShootHat,Hats,15,25,75,150,2,,,,,,,,,,,,X,,,,,,,
111,Shoot,GOAL_SHOOT_HATS,ShootHat,Hats,20,30,100,200,1,,,,,,,,,,,,X,,,,,,,
112,Shoot,GOAL_SHOOT_HATS,ShootHat,Hats,25,35,125,250,2,,,,,,,,,,,,X,,,,,,,
113,Shoot,GOAL_SHOOT_HATS,ShootHat,Hats,30,40,150,300,1,,,,,,,,,,,,X,,,,,,,
114,Shoot,GOAL_SHOOT_HATS,ShootHat,Hats,35,45,175,400,2,,,,,,,,,,,,X,,,,,,,
115,Shoot,GOAL_SHOOT_HATS,ShootHat,Hats,40,50,200,500,2,,,,,,,,,,,,X,,,,,,,
116,Shoot,GOAL_SHOOT_HATS,ShootHat,Hats,45,50,225,600,2,,,,,,,,,,,,X,,,,,,,
117,Shoot,GOAL_SHOOT_HATS,ShootHat,Hats,50,50,250,700,2,,,,,,,,,,,,X,,,,,,,
118,Shoot,GOAL_SHOOT_HATS,ShootHat,Hats,999,999,300,750,2,,,,,,,,,,,,X,,,,,,,
119,Shoot,GOAL_SHOOT_HATS_ONE_RUN,ShootHat,Hats,5,9,5,10,2,,X,,,,,,,,,,X,,,,,,,
120,Shoot,GOAL_SHOOT_HATS_ONE_RUN,ShootHat,Hats,10,20,10,15,2,,X,,,,,,,,,,X,,,,,,,
121,Shoot,GOAL_SHOOT_HATS_ONE_RUN,ShootHat,Hats,15,25,15,20,2,,X,,,,,,,,,,X,,,,,,,
122,Shoot,GOAL_SHOOT_HATS_ONE_RUN,ShootHat,Hats,20,30,20,25,2,,X,,,,,,,,,,X,,,,,,,
123,Shoot,GOAL_SHOOT_HATS_ONE_RUN,ShootHat,Hats,25,35,25,30,2,,X,,,,,,,,,,X,,,,,,,
124,Shoot,GOAL_SHOOT_HATS_ONE_RUN,ShootHat,Hats,30,40,30,35,2,,X,,,,,,,,,,X,,,,,,,
125,Shoot,GOAL_SHOOT_HATS_ONE_RUN,ShootHat,Hats,35,45,33,40,2,,X,,,,,,,,,,X,,,,,,,
126,Shoot,GOAL_SHOOT_HATS_ONE_RUN,ShootHat,Hats,40,50,37,45,2,,X,,,,,,,,,,X,,,,,,,
127,Shoot,GOAL_SHOOT_HATS_ONE_RUN,ShootHat,Hats,45,50,40,50,2,,X,,,,,,,,,,X,,,,,,,
128,Shoot,GOAL_SHOOT_HATS_ONE_RUN,ShootHat,Hats,50,50,43,60,2,,X,,,,,,,,,,X,,,,,,,
129,Shoot,GOAL_SHOOT_HATS_ONE_RUN,ShootHat,Hats,999,999,45,70,3,,X,,,,,,,,,,X,,,,,,,
130,Shoot,GOAL_SHOOT_SHEEP,ShootSheep,Sheep,0,4,10,50,1,,,,,,,,,,,,,,,,X,,,
131,Shoot,GOAL_SHOOT_SHEEP,ShootSheep,Sheep,5,15,25,100,2,,,,,,,,,,,,,,,,X,,,
132,Shoot,GOAL_SHOOT_SHEEP,ShootSheep,Sheep,10,20,50,200,1,,,,,,,,,,,,,,,,X,,,
133,Shoot,GOAL_SHOOT_SHEEP,ShootSheep,Sheep,15,25,75,300,2,,,,,,,,,,,,,,,,X,,,
134,Shoot,GOAL_SHOOT_SHEEP,ShootSheep,Sheep,20,30,100,400,1,,,,,,,,,,,,,,,,X,,,
135,Shoot,GOAL_SHOOT_SHEEP,ShootSheep,Sheep,25,35,125,500,2,,,,,,,,,,,,,,,,X,,,
136,Shoot,GOAL_SHOOT_SHEEP,ShootSheep,Sheep,30,40,150,600,1,,,,,,,,,,,,,,,,X,,,
137,Shoot,GOAL_SHOOT_SHEEP,ShootSheep,Sheep,35,45,175,700,2,,,,,,,,,,,,,,,,X,,,
138,Shoot,GOAL_SHOOT_SHEEP,ShootSheep,Sheep,40,50,200,800,2,,,,,,,,,,,,,,,,X,,,
139,Shoot,GOAL_SHOOT_SHEEP,ShootSheep,Sheep,45,50,250,900,2,,,,,,,,,,,,,,,,X,,,
140,Shoot,GOAL_SHOOT_SHEEP,ShootSheep,Sheep,50,50,300,1000,2,,,,,,,,,,,,,,,,X,,,
141,Shoot,GOAL_SHOOT_SHEEP,ShootSheep,Sheep,999,999,500,1250,3,,,,,,,,,,,,,,,,X,,,
142,Shoot,GOAL_SHOOT_SHEEP_ONE_RUN,ShootSheep,Sheep,5,9,5,10,2,,X,,,,,,,,,,,,,,X,,,
143,Shoot,GOAL_SHOOT_SHEEP_ONE_RUN,ShootSheep,Sheep,10,20,10,15,2,,X,,,,,,,,,,,,,,X,,,
144,Shoot,GOAL_SHOOT_SHEEP_ONE_RUN,ShootSheep,Sheep,15,25,15,20,2,,X,,,,,,,,,,,,,,X,,,
145,Shoot,GOAL_SHOOT_SHEEP_ONE_RUN,ShootSheep,Sheep,20,30,20,25,2,,X,,,,,,,,,,,,,,X,,,
146,Shoot,GOAL_SHOOT_SHEEP_ONE_RUN,ShootSheep,Sheep,25,35,25,30,2,,X,,,,,,,,,,,,,,X,,,
147,Shoot,GOAL_SHOOT_SHEEP_ONE_RUN,ShootSheep,Sheep,30,40,30,35,2,,X,,,,,,,,,,,,,,X,,,
148,Shoot,GOAL_SHOOT_SHEEP_ONE_RUN,ShootSheep,Sheep,35,45,33,40,2,,X,,,,,,,,,,,,,,X,,,
149,Shoot,GOAL_SHOOT_SHEEP_ONE_RUN,ShootSheep,Sheep,40,50,37,45,2,,X,,,,,,,,,,,,,,X,,,
150,Shoot,GOAL_SHOOT_SHEEP_ONE_RUN,ShootSheep,Sheep,45,50,40,50,2,,X,,,,,,,,,,,,,,X,,,
151,Shoot,GOAL_SHOOT_SHEEP_ONE_RUN,ShootSheep,Sheep,50,50,43,60,2,,X,,,,,,,,,,,,,,X,,,
152,Shoot,GOAL_SHOOT_SHEEP_ONE_RUN,ShootSheep,Sheep,999,999,45,70,3,,X,,,,,,,,,,,,,,X,,,
153,Shoot,GOAL_SHOOT_PROJECTILES,ShootProjectile,Cannonballs,0,4,15,100,2,,,,,,,,,,,,,,,X,,,,
154,Shoot,GOAL_SHOOT_PROJECTILES,ShootProjectile,Cannonballs,5,15,25,200,2,,,,,,,,,,,,,,,X,,,,
155,Shoot,GOAL_SHOOT_PROJECTILES,ShootProjectile,Cannonballs,10,20,50,300,2,,,,,,,,,,,,,,,X,,,,
156,Shoot,GOAL_SHOOT_PROJECTILES,ShootProjectile,Cannonballs,15,25,75,400,3,,,,,,,,,,,,,,,X,,,,
157,Shoot,GOAL_SHOOT_PROJECTILES,ShootProjectile,Cannonballs,20,30,100,500,2,,,,,,,,,,,,,,,X,,,,
158,Shoot,GOAL_SHOOT_PROJECTILES,ShootProjectile,Cannonballs,25,35,125,600,3,,,,,,,,,,,,,,,X,,,,
159,Shoot,GOAL_SHOOT_PROJECTILES,ShootProjectile,Cannonballs,30,40,150,700,2,,,,,,,,,,,,,,,X,,,,
160,Shoot,GOAL_SHOOT_PROJECTILES,ShootProjectile,Cannonballs,35,45,175,800,3,,,,,,,,,,,,,,,X,,,,
161,Shoot,GOAL_SHOOT_PROJECTILES,ShootProjectile,Cannonballs,40,50,200,900,2,,,,,,,,,,,,,,,X,,,,
162,Shoot,GOAL_SHOOT_PROJECTILES,ShootProjectile,Cannonballs,45,50,250,1000,3,,,,,,,,,,,,,,,X,,,,
163,Shoot,GOAL_SHOOT_PROJECTILES,ShootProjectile,Cannonballs,50,50,300,1250,2,,,,,,,,,,,,,,,X,,,,
164,Shoot,GOAL_SHOOT_PROJECTILES,ShootProjectile,Cannonballs,999,999,500,1500,3,,,,,,,,,,,,,,,X,,,,
165,Shoot,GOAL_SHOOT_PROJECTILES_ONE_RUN,ShootProjectile,Cannonballs,5,9,10,15,2,,X,,,,,,,,,,,,,X,,,,
166,Shoot,GOAL_SHOOT_PROJECTILES_ONE_RUN,ShootProjectile,Cannonballs,10,20,15,20,3,,X,,,,,,,,,,,,,X,,,,
167,Shoot,GOAL_SHOOT_PROJECTILES_ONE_RUN,ShootProjectile,Cannonballs,15,25,20,25,3,,X,,,,,,,,,,,,,X,,,,
168,Shoot,GOAL_SHOOT_PROJECTILES_ONE_RUN,ShootProjectile,Cannonballs,20,30,25,30,3,,X,,,,,,,,,,,,,X,,,,
169,Shoot,GOAL_SHOOT_PROJECTILES_ONE_RUN,ShootProjectile,Cannonballs,25,35,30,35,3,,X,,,,,,,,,,,,,X,,,,
170,Shoot,GOAL_SHOOT_PROJECTILES_ONE_RUN,ShootProjectile,Cannonballs,30,40,35,40,3,,X,,,,,,,,,,,,,X,,,,
171,Shoot,GOAL_SHOOT_PROJECTILES_ONE_RUN,ShootProjectile,Cannonballs,35,45,40,50,3,,X,,,,,,,,,,,,,X,,,,
172,Shoot,GOAL_SHOOT_PROJECTILES_ONE_RUN,ShootProjectile,Cannonballs,40,50,45,60,3,,X,,,,,,,,,,,,,X,,,,
173,Shoot,GOAL_SHOOT_PROJECTILES_ONE_RUN,ShootProjectile,Cannonballs,45,50,50,70,3,,X,,,,,,,,,,,,,X,,,,
174,Shoot,GOAL_SHOOT_PROJECTILES_ONE_RUN,ShootProjectile,Cannonballs,50,50,55,80,3,,X,,,,,,,,,,,,,X,,,,
175,Shoot,GOAL_SHOOT_PROJECTILES_ONE_RUN,ShootProjectile,Cannonballs,999,999,60,90,3,,X,,,,,,,,,,,,,X,,,,
176,Shoot,GOAL_SHOOT_PRESENTS,ShootPresent,Present,0,4,3,5,1,,,,,,,,,,,,,,,,,X,,
177,Shoot,GOAL_SHOOT_PRESENTS,ShootPresent,Present,5,15,5,10,2,,,,,,,,,,,,,,,,,X,,
178,Shoot,GOAL_SHOOT_PRESENTS,ShootPresent,Present,10,20,7,15,1,,,,,,,,,,,,,,,,,X,,
179,Shoot,GOAL_SHOOT_PRESENTS,ShootPresent,Present,15,25,10,20,2,,,,,,,,,,,,,,,,,X,,
180,Shoot,GOAL_SHOOT_PRESENTS,ShootPresent,Present,20,30,13,25,1,,,,,,,,,,,,,,,,,X,,
181,Shoot,GOAL_SHOOT_PRESENTS,ShootPresent,Present,25,35,15,30,2,,,,,,,,,,,,,,,,,X,,
182,Shoot,GOAL_SHOOT_PRESENTS,ShootPresent,Present,30,40,17,35,1,,,,,,,,,,,,,,,,,X,,
183,Shoot,GOAL_SHOOT_PRESENTS,ShootPresent,Present,35,45,20,40,2,,,,,,,,,,,,,,,,,X,,
184,Shoot,GOAL_SHOOT_PRESENTS,ShootPresent,Present,40,50,23,45,1,,,,,,,,,,,,,,,,,X,,
185,Shoot,GOAL_SHOOT_PRESENTS,ShootPresent,Present,45,50,25,50,2,,,,,,,,,,,,,,,,,X,,
186,Shoot,GOAL_SHOOT_PRESENTS,ShootPresent,Present,50,50,27,55,1,,,,,,,,,,,,,,,,,X,,
187,Shoot,GOAL_SHOOT_PRESENTS,ShootPresent,Present,999,999,30,60,2,,,,,,,,,,,,,,,,,X,,
188,Shoot,GOAL_SHOOT_PRESENTS_ONE_RUN,ShootPresent,Present,10,30,2,4,3,,X,,,,,,,,,,,,,,,X,,
189,Shoot,GOAL_SHOOT_PRESENTS_ONE_RUN,ShootPresent,Present,30,40,4,8,3,,X,,,,,,,,,,,,,,,X,,
190,Shoot,GOAL_SHOOT_PRESENTS_ONE_RUN,ShootPresent,Present,40,50,6,12,3,,X,,,,,,,,,,,,,,,X,,
191,Shoot,GOAL_SHOOT_PRESENTS_ONE_RUN,ShootPresent,Present,999,999,8,16,3,,X,,,,,,,,,,,,,,,X,,
